Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
The Nexus Haven,Location,Starting Location,The first player to fill this location may move a creature here to another location.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,eUpqQPm8nkf
The Oasis of Refuge,Location,Starting Location,The first player to fill this location may return a creature here to their owner's hand.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,UJ6qiaayHfg
The Citadel of Eldrida,Location,Starting Location,The first player to fill this location may destroy the lowest power creature here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,c1X2-59oS_k
The Overlooked Corner,Location,Starting Location,The first player to fill this location may look at the top three cards of their deck and return them in any order.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,7gcem-1uriy
The Wysteria Oasis,Location,Starting Location,Only creatures with a power of 4 or more can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,I8two--Dejq
Whispering Warrens,Location,Starting Location,Only creatures with a power of 9 or less can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,UUnkHnrCy0l
Market Square,Location,Starting Location,One more creature can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,3acgy8VfLkU
Eldrida's Sanctuary,Location,Playable Location,Place this as a new location. All players can play to this new location.,0,0,3,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,bmvdhL9IECP
"Kaelorvathys, Starforged of Eldrida",Hero,Demigod,[B]: Draw a card.,0,1,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,P9h3jLftP6U
"Kaelarathys, Stormbringer of Elyria.",Hero,Chronokeeper,[B]: Move a creature.,0,1,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,gLqjiNAfOx8
"Tharroskaios, Aviador of Eldrador.",Hero,Archangel,[B]: Return a friendly creature to their owner's hand.,0,1,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,7p8R-_h6vwj
"Tharroskai, Draconian Starblade",Hero,Primordial Being,[B][B]: Change the order of all creature stacks at one of the locations.,0,2,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,V6CPUPLxNcb
"Zhilakorvathys, Son of Aethonix",Hero,Fate Weaver,[G]: Your next card costs 2 less.,0,0,1,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,qBAZ3iBj6Sy
"Tharros, Scourge of the Starforged",Hero,Creator,[G]: Summon a 2 power creature token.,0,0,1,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,AaZo3cQRr4a
"Khra'gixxar, Lord of Aethoria's Fury",Hero,Archon,[G]: You may play your next creature on a full location.,0,0,1,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,W21edeaVth4
"Zha'thikus, Kraelion Stormbringer",Hero,Divine Avatar,[G][G][G]: Get an extra mana crystal.,0,0,3,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9nFnUtYk3A2
"Aethonoxar, Son of Elyrian",Hero,Demigod,[R][B]: Additional cost: Destroy a friendly creature. Draw a card,1,1,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,BzjcxDmYatX
"Kaelin'zorvath, Son of the Stars",Hero,Cosmic Entity,[R]: Destroy a friendly creature.,1,0,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6gR0sjFEGje
Tharroskraelion,Hero,Titan,[R]: Destroy a creature with a cost of one or less.,1,0,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,52m0d5XEyue
"Zhrakkarathys, Chaos-born Drake",Hero,Demon,[R][R]: All opponents must destroy one of their creatures.,2,0,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,hyNrFSEJTrR
"Khra'gixxos, Lord of the Ember Storms",Hero,Eternal,"[R][R][R]: For each opponent, destroy one of their creatures.",3,0,0,0,0,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,016qr6ZLrZE
