Name,Type,Subtype,Effect,Red,Blue,Green,Colorless,Power,Writer,Artist,Edition,ID
Moonwhisper Avatar,Creature,Mythic,On Return: You may play this creature for free next turn.,0,1,1,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,zNx2eCbq2IU
Moonwhisper Scout,Creature,Sprite,While on top: You may move this creature at the end of each turn.,0,2,0,0,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,CvlVz6OsRfc
Mossborn Sprite,Creature,Fey Sprite,,0,0,0,0,1,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,hWbujMlhog8
Murmur of the Abyssal Depths,Creature,Void,On Draw: You may discard a card.,1,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,tIO0oiimoF-
Murmuring Aegis,Creature,Elemental Guardian,While on top: You may return this creature to your hand anytime.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,iuZ3as2uJMY
Mysterious Egg,Creature,Egg,On Destruction: Revive a creature.,1,0,1,0,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,cAvRsSRTbj8
Necrotide Revenant,Creature,Spirit,On Play: Revive a creature.,0,0,3,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,HZG1SnCcVbQ
Nimbus Patron,Creature,Mythical,Costs [1] less for every friendly creature in play.,0,0,3,6,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ps5b29_s3jA
Nimbus Specter,Creature,Soul,On Play: Draw a card.,0,2,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,xuSdARDAHAA
Nullstone Warden,Creature,Mystic Guardian,On Play: The next on play effect you play this turn not trigger.,0,1,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ImLsdxj2hn-
Pyreborn Acolyte,Creature,Spirit,As an additional cost to play this card: Discard three cards.,2,0,0,3,12,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,sMoibncntco
Pyrebound Harbinger,Creature,Demon Fiend,As an additional cost to play this creature: Destroy all your other creatures here (must destroy at least one).,2,0,0,0,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,GERtzzxbUcT
Pyrebrand,Creature,Fiend,On Discard: Destroy a creature with a mana cost of three or less.,2,0,0,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,bh6KkxDH6w5
Pyroclasm Lord,Creature,Fire Elemental,On Destruction: Destroy any enemy creature.,1,0,0,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,V6F20nmZoQc
Pyroclast,Creature,Fire Elemental,"On Play: Destroy all other friendly creatures here. For each destroyed, all opponents have to destroy one of their creatures.",3,0,0,4,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,boPPTkDB0fq
Pyrope Emperor,Creature,Dragon,On Destruction: Return all other creatures here to their owners' hand.,1,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,jbvwtm7vi3i
Pyropeon,Creature,Orc,On Destruction: Destroy an enemy creature here.,1,0,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RY8ZrevaPwP
Pyropex,Creature,Fire Elemental,"When this is in your graveyard, you may pay one mana and discard a card to return this to your hand.",1,0,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,weu3UFNyWd2
Razorwing Huntress,Creature,Fire Dragon,On Play: Destroy all other creatures here with a cost of X or less.,2,0,0,X,3,llama3.2:3b,Sana:0.6b,Alpha 0.1.3,a5UaGiJe6IN
Reckoning of the Wastes#Pyroclastic Oblivion,Creature#Creature,Demon#Demon,On Play: Destroy all your creatures here. Transform if you have destroyed three or more creatures this way.#No Effect.,2,0,0,1,4#8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,x-OrgMk37TT
Riftbringer,Creature,Elemental Sage,While on top: You may play one more creature here even when this location is full.,0,0,1,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,4aTPSHTBvyg
Sapling Guardian,Creature,Plant,Costs [1] less for every creature you have played this turn.,0,0,2,4,10,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,x6LuAN4k5vB
Sapling Sentinel,Creature,Dryad,On Play: Draw up to two cards from your graveyard.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,fE-L58Q24Jz
Scarlet Requiem,Creature,Spirit,On Play: Destroy all creatures here with less power than this creature.,3,0,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,CKCSV7h-8m3
Scarlet Scourge,Creature,Insect,On Play: All enemies must destroy one of their creatures here.,2,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8F8fw-f9Rdr
Scourge of Ephemeral Shadows,Creature,Gargantuan Karkothian Stalker,While on top: Your negative power creatures here become positive.,0,1,1,1,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,MyVd1VotCKE
Seedling Sage,Creature,Fungal,"On Play: For every other friendly creature here, draw a card.",0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,P7PXlMl_ZAN
Sentinel of Azure Waters,Creature,Aquatic,On Play: Return an enemy creature here to their hand.,0,2,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,aHFNmqqEV-u
Shadowbound Reaper,Creature,Specter Assassin,"On Play: For each opponent, destroy one of their creatures at another location.",3,0,0,1,-1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,_CkLi0dLvlB
Shapeshifter Fox,Creature,Kitsune,On Play: Change the color of an enemy's mana.,0,0,1,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,WJiwSnZlEyp
Sky Sentinel,Creature,Avian,On Play: Move an enemy creature with less power than this creature to this location.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,M_zDTz8XKGa
Skydancer Ascendant,Creature,Dragonkin Harpy,On Revive: Get two mana crystals.,0,0,1,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,163T7hyVpu3
Soulforged Revenant,Creature,Undead Sorcerer,Additional cost: Sacrifice a mana crystal. Revive a creature.,1,0,1,0,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,9sVIAjqSYAB
Supreme Ascendant,Creature,Wyrm,While on top: Play with the top card of your deck face up. You may play cards from the top of your deck.,0,0,3,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,gTZyJZaLDTA
Sylvan Harmonizer,Creature,Elf Druid,On Play: Other creatures you play on this location this turn cost one colorless mana less.,0,0,3,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6hM0mixCPEn
Temporal Sentinel,Creature,Khronokeeper,,0,0,0,3,6,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,QIx9ScgVA8F
Ten Thousand Year Sentinel,Creature,Kitsune Guardian,At the end of the game: Get 3 power for every card in your graveyard.,0,0,3,4,*,llama3.2:3b,Sana:0.6b,Alpha 0.1.2,udEwyum51JQ
Terragrim Behemoth,Creature,Basilisk Hydra,While this is on your graveyard: Pay two green mana to revive this creature.,0,0,0,4,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,r4EYAr-lOA8
Terraguardian,Creature,Earth Elemental,,0,0,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,eWJifBNQn-m
Terraguardian Sentinel,Creature,Plant/Beast,"Can only be played on a location, where you have at least two one cost creatures.",0,0,1,3,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,CyoHC8HmDaF
Terraka Prime,Creature,Planar Monster,At the end of the game: Copy the power of your highest power creature here.,0,0,2,2,*,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,ERDTrSk2Ckg
Terrakaegis,Creature,Mechanical,On Play: Revive a creature without an effect.,0,0,2,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,j93uiLTeD13
Terraverdant Ascendant,Creature,Khthonikos,On Play: Draw X cards.,0,0,2,X,4,llama3.2:3b,Sana:0.6b,Alpha 0.1.2,nkf7T5DzjW2
Terraverde,Creature,Forest Beast,May be played on a full location.,0,0,1,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,cz1K1hS3w3F
The Devourer,Creature,Storm Dragon,On Return: Destroy any enemy creature.,1,1,0,1,6,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,_N0gP2qAwDl
The Devouring Twin Suns,Creature,Gashadokuro,On Play: Switch two location cards with each other.,0,0,1,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ztjwBXuY1xm
The Last Breath Before Eternity,Creature,Mythical Construct,While on top: This game ends after one more round.,1,1,1,4,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.2,rPWl2lSEtdL
The Whispering Leaf#The Eternal Bramble,Creature#Creature,Plant#Plant,[G]: Transform.#No effect.,0,0,0,0,0#2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vt2ASdUJLQr
Tidal Glimmer,Creature,Aquarius,On Return: Move any creature.,0,1,0,0,2,llama3.2:3b,Sana:0.6b,Alpha 0.1.0,bDrWuKIxWDo
Treelord Sentinel,Creature,Treefolk,Costs [1] less for every card in your graveyard.,0,0,2,6,10,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,Zdw00tg83Yp
Treelord Sprout,Creature,Leshy,"On Play: Reveal the top card of your deck. If it costs one or less, play it for free.",0,0,1,0,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,k2bHzVFpeUz
Ultramarine Titan,Creature,Mythical,On Play: Move any creature.,0,2,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,Eos33bTlt04
Umbra Sprite,Creature,Shadowborn,While on top: Pay [B][B] to return a friendly creature to their owner's hand.,0,1,0,3,7,llama3.2:3b,Sana:0.6b,Alpha 0.1.1,1thGPStyXnw
Verdant Requiem,Creature,Monstrosity,On Play: Put the top two cards of all decks into their respective graveyard.,0,0,1,1,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,gp6svEQhMPN
Verdant Vanguard,Creature,Beast,On Draw: The next card you play costs one mana less.,0,0,1,1,1,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,6AjOzsAnZg7
Volatile Alchemist,Creature,Spellcrafter,On Play: Draw two cards and discard two cards.,1,1,0,2,7,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,8pama1LZCTA
Wasteland Sentinel,Creature,Beast,,0,0,0,4,8,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,RPcFe3hDSUI
Whispering Currents,Creature,Water Elemental,While on top: You may move this creature once during each of your turns.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.3,24YFzHo5kGU
Whispering Reliqua,Creature,Spirit,On Draw: You may return one of your creatures to your hand.,0,1,0,1,3,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,RhIU7D3KT6p
Whispering Sentinel of Verdant Heights,Creature,Sylvan,While on top: Play with the top card of your deck face up.,0,0,1,2,4,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,YdD831V8pWK
Whispering Sprite,Creature,Air Elemental,On Play: You may return any other friendly creature with a mana cost of two or less to your hand.,0,1,0,0,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.3,BVXJRvskWly
Whisperwind Spirit,Creature,Sylph,"While on top: Whenever a creature with lower power than this is played here, you may return it to its owners hand. Only triggers once each turn.",0,2,0,1,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,qSIACK8roL8
Young Necromancer,Creature,Wizard,On Play: Trigger an 'On Revive' effect in your graveyard.,0,0,2,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,ayVKT1Cutj8
Zephyrine,Creature,Water Elemental,On Draw: You may move one of your creatures.,0,1,0,1,2,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,AmM53ik2C2Z
Zephyrine Sentinel,Creature,Wind Elemental,On Move: Move an enemy creature.,0,1,0,2,5,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,lMWmckLcCKV
"Aethonoxar, Son of Elyrian",Hero,Demigod,[R][B]:Additional cost: Destroy a friendly creature. Draw a card,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,0Msbs6QtCk1
"Kaelarathys, Stormbringer of Elyria",Hero,Chronokeeper,[B]:Move a creature.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,9DBeFWD_Up6
"Kaelin'zorvath, Born from Fire",Hero,Cosmic Entity,[R]:Destroy a friendly creature.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,MbTdMMhVj91
"Kaelorvathys, Starforged of Eldrida",Hero,Demigod,[B]:Draw a card.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,9uXAcAZ_pac
"Khra'gixxar, Lord of Aethoria's Fury",Hero,Archon,[G][G][G]:You may play your next creature on a full location.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,8TdJoteSbTE
"Khra'gixxos, Lord of the Ember Storms",Hero,Eternal,"[R][R][R]:For each opponent, destroy one of their creatures.",0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,LoXrmT9OeDf
Lifebringer Zha'thikus,Hero,Divine Avatar,[G][G][G]:Get an extra mana crystal.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,Exo1CPcIHhO
Forest Mother Ursa,Hero,Creator,[G][G]: Play this as a creature.,0,0,0,0,5,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,mmROHGlvTgw
"Tharroskai, Draconian Starblade",Hero,Primordial Being,[B][B]:Change the order of all creature stacks at one of the locations.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,hiDrbj4jykO
"Tharroskaios, Aviador of Eldrador",Hero,Archangel,[B]:Return a friendly creature to their owner's hand.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,FNS2Wi6Cun2
Tharroskraelion,Hero,Titan,[R]:Destroy a creature with a cost of one or less.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,zJt8WBIHaS2
"Zhilakorvathys, Son of Aethonix",Hero,Fate Weaver,[G]:Your next card costs 2 less.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,XGYHUFFsw8P
"Zhrakkarathys, Chaos-born Drake",Hero,Demon,[R][R]:All opponents must destroy one of their creatures.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.1,RQCJFqMAMC8
"Lyraea, Soul Harvester",Hero,Necromancer,[R][R]: Discard a card and return another card from your graveyard to your hand.,0,0,0,0,0,llama3.2:3b,Sana1.5:1.6b,Alpha 0.1.0,StYNYUstXEi
Mirrored Sanctum,Location,Starting Location,Creatures here are played face-down and only revealed at the end of the game.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,tMXbuqwUziQ
The Astral Scriptorium,Location,Starting Location,"Whenever you play a creature here, draw a card.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,N2prvYvc0Q5
The Abyssal Spires,Location,Starting Location,"At the start of their last turn, every player may move one creature to this location.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,eKCq08RoGqW
Emberhaven,Location,Starting Location,"If you are winning at this location, your first creature each turn costs one mana less.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,C30zKTzvzB8
Emerald Hollow,Location,Starting Location,"If you have no creatures here, your first creature each turn costs one mana less.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,038p5v4wbNb
The Prismatic Grotto,Location,Starting Location,Only creatures costing 5 or less mana can be played here.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,a9FgP3QFPOo
The Ironhaven Citadel,Location,Starting Location,Each creature here has +1 power.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,Qfxc_nh12EC
The Spire of the Ancients,Location,Starting Location,Only creatures with a cost of 3 or higher can be played here.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,jSpBlLI65wH
Inferno Citadel,Location,Starting Location,"If you have only one creature here, it has +5 power.",0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,U5iwY4a9fSO
Inferno's Edge,Location,Starting Location,You can't play cards here two turns in a row.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,vSxF66gXyU8
Eldrida's Sanctum, Location, Starting Location,The first player to fill this location may draw a card.,0,0,0,0,0,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,MjY9AUo40aV
Hollowspire,Location,Starting Location,The first player to fill this location may get an extra mana crystal.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.1,p9EqmOP0I-z
The Oasis Citadel,Location,Starting Location,Players may only play a maximum of one creature here in their turn.,0,0,0,0,,Llama3.2:3b,Sana:0.6b,Alpha 0.1.0,38fZGh-5iyP
The Nexus Haven,Location,Starting Location,The first player to fill this location may move a creature here to another location.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,eUpqQPm8nkf
The Oasis of Refuge,Location,Starting Location,The first player to fill this location may return a creature here to their owner's hand.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,UJ6qiaayHfg
The Citadel of Eldrida,Location,Starting Location,The first player to fill this location may destroy the lowest power creature here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,c1X2-59oS_k
The Overlooked Corner,Location,Starting Location,The first player to fill this location may look at the top three cards of their deck and return them in any order.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,7gcem-1uriy
The Wysteria Oasis,Location,Starting Location,Only creatures with a power of 4 or more can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,I8two--Dejq
Whispering Warrens,Location,Starting Location,Only creatures with a power of 9 or less can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,UUnkHnrCy0l
Market Square,Location,Starting Location,One more creature can be played here.,0,0,0,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.0,3acgy8VfLkU
Eldrida's Sanctuary,Location,Playable Location,Place this as a new location. All players can play to this new location. This location has space for five creatures.,0,0,3,0,,Llama3.2:3b,SanaSprint:1.6b,Alpha 0.1.1,BzMzKB3qRvG
